YEAR,MO,DY,T2M,T2MDEW,T2MWET,QV2M,PRECTOTCORR,PS,WS10M,WD10M,WS50M,WD50M,RH2M,TS
2007,9,25,7.05,-1.15,2.95,5.92,0.07,59.65,3.99,189.69,5.45,190.62,59.38,7.45
2007,9,26,6.39,-0.34,3.03,6.29,0.08,59.59,4.09,203.81,5.77,205.62,66.38,7.26
2007,9,27,6.07,0.42,3.25,6.65,2.65,59.51,4.08,204.81,5.7,206.38,70.56,6.8
2007,9,28,5.56,0.61,3.08,6.71,1.02,59.57,3.64,194.62,4.95,196,73.5,6.03
2007,9,29,6.8,1.02,3.91,6.9,1.01,59.7,3.34,197.38,4.47,198.5,70.19,7.38
2007,9,30,7.23,1.4,4.31,7.08,1.67,59.63,3.24,209.56,4.32,211.31,70.31,7.91
2007,10,1,6.13,1.49,3.81,7.14,2.43,59.5,2.01,201.12,2.87,230.62,75.56,7.27
2007,10,2,5.99,0.07,3.03,6.47,0.95,59.49,3.36,208,4.51,209.62,70.25,6.59
2007,10,3,6.39,-0.49,2.95,6.16,0.13,59.57,4.1,205.44,5.54,206.94,66.25,6.69
2007,10,4,6.44,-0.2,3.12,6.29,0,59.68,3.8,199.56,5.05,201,67.12,6.97
2007,10,5,6.92,0.83,3.87,6.84,0,59.59,3.66,212,4.77,213.44,68.5,7.12
2007,10,6,7.1,0.68,3.89,6.77,0,59.46,3.55,209.69,4.7,211.38,67.56,7.62
2007,10,7,6.19,-1.33,2.44,5.8,0,59.4,4.27,203.44,6.14,204.88,63.88,6.98
2007,10,8,6.56,-0.33,3.12,6.29,0.01,59.4,4.66,205.06,6.66,206.38,66.56,7.33
2007,10,9,7.13,1.1,4.12,6.96,1.49,59.4,5.05,224.06,6.87,225.5,70.25,7.91
2007,10,10,6.11,0.89,3.5,6.84,0.34,59.41,2.89,215.88,3.84,217,73.38,7.67
2007,10,11,5.85,-0.38,2.74,6.29,0.25,59.43,2.82,222.19,3.74,223.25,69.94,7.18
2007,10,12,4.74,-1.78,1.48,5.68,0.36,59.57,2.44,211,3.21,212.31,67.31,5.4
2007,10,13,4.21,-1.27,1.48,5.86,0.97,59.56,3.2,209.56,4.21,211,70.88,4.58
2007,10,14,1.29,-4.17,-1.44,4.7,1.22,59.75,2.08,208.5,2.74,207.5,72.12,3.01
2007,10,15,0.89,-4.81,-1.95,4.46,3.84,59.83,2.09,134.81,2.77,133.75,70.94,2.48
2007,10,16,1.1,-3.77,-1.33,4.82,2.23,59.7,2.06,166.25,2.73,166.38,74.5,2.12
2007,10,17,2.19,-5,-1.41,4.39,1.31,59.46,3.79,196.94,5.15,198,64.31,2.08
2007,10,18,1.46,-5.95,-2.24,4.09,1.82,59.5,2.69,211.56,3.52,207.12,62.5,1.44
2007,10,19,-1.4,-6.49,-3.94,3.85,1.54,59.55,2.62,150.62,3.7,152,72,-0.45
2007,10,20,-2.94,-8.74,-5.84,3.23,0.63,59.47,2.46,171.88,3.22,172.56,66.44,-3.17
2007,10,21,-3.17,-13.75,-8.46,2.08,0.02,59.45,2.12,223.81,2.78,226.44,48,-2.92
2007,10,22,-3.32,-8.49,-5.91,3.3,1.23,59.32,3.21,209.31,4.06,209.75,69.56,-2.7
2007,10,23,-3.77,-13.47,-8.63,2.14,0.01,59.56,3.41,262.06,4.34,263.31,49.81,-3.58
2007,10,24,-2.33,-12.83,-7.58,2.26,0,59.58,3.52,228.5,4.73,230.75,47.31,-2.45
2007,10,25,-0.42,-11.27,-5.85,2.56,0,59.53,3.34,238.69,4.76,241.69,46.75,-0.41
2007,10,26,-0.77,-11.98,-6.38,2.44,0,59.49,3.41,256.94,5.13,259.56,47.19,-0.84
2007,10,27,0.13,-12.17,-6.02,2.38,0,59.35,3.47,240.56,4.73,241.19,42.62,-0.55
2007,10,28,-0.56,-11.31,-5.93,2.62,0,59.26,3.82,261.94,5.05,261.69,47.25,-0.33
2007,10,29,-2.05,-14.4,-8.22,1.95,0,59.37,3.16,232.12,4.03,231.56,41.19,-2.27
2007,10,30,-1.79,-14.03,-7.91,2.01,0,59.36,2.91,187.38,3.98,185.19,39.81,-1.85
2007,10,31,-4.24,-15.6,-9.92,1.77,0,59.79,2.8,183.88,3.81,182.88,44.38,-3.02
2007,11,1,-4.26,-15.77,-10.02,1.77,0,59.76,1.6,129.44,2.1,130.5,41.94,-2.25
2007,11,2,-2.15,-13.69,-7.92,2.14,0,59.4,2.5,238.38,3.48,239.25,42.31,-1.19
2007,11,3,-5.04,-17.69,-11.36,1.46,0,59.44,3.8,286.25,5.2,286.81,39.12,-4.51
2007,11,4,-4.61,-18.31,-11.46,1.34,0,59.54,3.57,272.38,4.7,273.94,36.12,-5.01
2007,11,5,-3.59,-16.7,-10.14,1.53,0,59.52,3.36,234.94,4.32,250.25,36.31,-4.42
2007,11,6,-6.03,-16.24,-11.13,1.65,0,59.79,2.09,115.75,2.8,115.19,48.81,-4.86
2007,11,7,-4.86,-17.2,-11.02,1.53,0,59.68,1.82,173.88,2.32,174.44,39.38,-4.63
2007,11,8,-3.17,-14.5,-8.84,1.95,0,59.5,2.08,220,2.7,220.75,42,-2.74
2007,11,9,-3.13,-9.44,-6.28,3.05,0.95,59.14,4.36,223.81,5.76,225.19,63.38,-3.74
2007,11,10,-4.06,-9.42,-6.74,3.05,0.94,59.19,2.3,230.38,2.88,231.12,69.81,-4.05
2007,11,11,-4.27,-8.86,-6.56,3.17,0.87,59.23,2.14,228.12,2.8,229.25,73.56,-3.4
2007,11,12,-5.53,-10.63,-8.08,2.75,0.07,59.26,3.48,243.5,4.69,244.5,70.75,-5.18
2007,11,13,-5.72,-12.58,-9.15,2.32,0,59.3,2.91,241.5,3.91,242.19,64.62,-5.24
2007,11,14,-6.05,-11.62,-8.83,2.5,0,59.33,3.45,211.81,4.52,212.88,68,-5.99
2007,11,15,-6.24,-13.78,-10.01,2.01,0,59.57,3.24,222.19,4.1,223.62,57.19,-6.84
2007,11,16,-4.17,-13.14,-8.66,2.2,0,59.51,3.5,211.81,4.63,213.19,53.12,-5.02
2007,11,17,-3.44,-12.68,-8.06,2.38,0,59.43,3.73,271.25,4.97,271.56,56.06,-3.73
2007,11,18,-6.19,-16.57,-11.38,1.59,0,59.55,3.8,249.31,5.09,250.88,46.44,-6.74
2007,11,19,-4.52,-15.44,-9.98,1.71,0,59.56,3.07,250.31,3.99,251.06,44.12,-6.16
2007,11,20,-4.08,-14.1,-9.09,2.01,0,59.32,4.18,236.94,5.45,237.94,48.81,-4.87
2007,11,21,-6.45,-16.08,-11.27,1.65,0,59.5,2.45,230.75,3.16,230.44,47.81,-5.52
2007,11,22,-6.26,-17.95,-12.1,1.4,0,59.64,1.77,224.44,2.22,224.62,40.69,-6.06
2007,11,23,-8.71,-20.71,-14.71,1.04,0,59.66,2.62,271.88,3.36,273.06,38.62,-9.04
2007,11,24,-8.47,-19.65,-14.06,1.16,0,59.41,3.84,249.62,5.01,250.75,40.44,-9.13
2007,11,25,-8.92,-17.3,-13.11,1.46,0,59.5,3.52,222.38,4.61,222.5,51.31,-9.13
2007,11,26,-9.69,-16.97,-13.33,1.46,0,59.68,2.36,288.81,3.12,288.81,57.31,-9.73
2007,11,27,-9.18,-19.49,-14.33,1.16,0,59.29,3.17,276.25,4.12,277.94,45.06,-9.35
2007,11,28,-8.9,-18.51,-13.7,1.28,0,59.2,3.5,294.06,4.46,294.56,45.12,-9.27
2007,11,29,-8.77,-20.27,-14.52,1.1,0,59.23,2.98,265.62,3.8,266.94,39.69,-10.24
2007,11,30,-7.92,-18.71,-13.32,1.28,0,59.01,4.72,249.31,6.36,250.94,43.06,-8.96
2007,12,1,-7.13,-17.87,-12.5,1.4,0,59.11,2.73,279.25,3.51,307.81,42.25,-7.69
2007,12,2,-7.62,-18.24,-12.93,1.34,0,59.18,2.78,248.25,3.65,249.56,42.44,-8.77
2007,12,3,-8.06,-14.49,-11.27,1.89,0.3,59.05,2.99,228.81,4.09,231,61.44,-8.15
2007,12,4,-9.08,-15.43,-12.25,1.77,0.47,59.12,2.66,269.5,3.73,269.81,64,-9.1
2007,12,5,-12.49,-21.37,-16.92,0.98,0,59.58,2.84,283.19,3.64,284.25,47.5,-12.78
2007,12,6,-11.97,-21.23,-16.6,0.98,0,59.45,4.03,238.44,5.18,240,47.19,-12.8
2007,12,7,-9.81,-18.05,-13.92,1.34,0.06,59.1,4.32,245.56,6.04,247.5,53.94,-10.03
2007,12,8,-9.71,-14.06,-11.88,2.01,0.69,58.74,4.14,228.75,5.77,229.94,73,-10.45
2007,12,9,-12.16,-20.42,-16.29,1.1,0.02,58.86,5.13,250.38,7.19,251.75,53,-12.34
2007,12,10,-11.25,-17.72,-14.49,1.46,0.04,58.66,4.94,207.69,6.64,208.69,60.62,-11.61
2007,12,11,-10.29,-16.47,-13.38,1.65,0.18,58.57,5.24,226.31,7.07,227.44,64.44,-10.6
2007,12,12,-10.82,-16.92,-13.88,1.53,0.01,58.78,5.03,238.75,7.1,240.31,64.38,-11.49
2007,12,13,-11.1,-19.68,-15.39,1.16,0,58.83,4.89,239.75,6.56,241.12,51.38,-12.04
2007,12,14,-9.84,-18.95,-14.39,1.22,0,58.73,5.13,240.12,6.9,242,51.06,-11.43
2007,12,15,-10.42,-19.31,-14.86,1.22,0,58.63,5.27,232.69,6.85,233.62,53.62,-12.27
2007,12,16,-12.69,-22.16,-17.42,0.92,0,58.95,4.4,248.69,5.79,249.81,48.75,-14.03
2007,12,17,-12.63,-21.07,-16.85,1.04,0,58.91,4.51,244.06,6.27,244.94,48.62,-13.9
2007,12,18,-14.31,-23.82,-19.07,0.73,0,59.22,5.42,260.38,7.49,262.12,47.62,-15.09
2007,12,19,-11.7,-19.99,-15.84,1.16,0,59,4.78,244.19,6.82,246,50.31,-12.72
2007,12,20,-10.49,-18.49,-14.49,1.28,0,58.95,4.18,256,5.64,257.44,52.31,-11.54
2007,12,21,-11.56,-19.81,-15.69,1.1,0,59.02,4.47,247.25,5.68,248.56,51.19,-12.66
2007,12,22,-10.67,-18.77,-14.72,1.22,0,58.99,3.77,265.31,5.23,266.62,52.62,-11.27
2007,12,23,-12.23,-20.63,-16.43,1.04,0,59.11,4.18,242.44,5.51,244.19,54.75,-13.02
2007,12,24,-10.97,-20.37,-15.67,1.04,0,58.85,5.22,251.88,7.09,253.44,48.19,-12.22
2007,12,25,-10.6,-20.31,-15.45,1.1,0,58.79,4.89,243.69,6.63,245.56,47.31,-11.96
2007,12,26,-9.79,-20.06,-14.92,1.1,0,58.9,4.92,247.38,6.65,248.94,45.56,-11.5
2007,12,27,-9.62,-20.38,-14.99,1.04,0,58.98,5.84,250.88,8.02,252.19,44.81,-11.13
2007,12,28,-9.86,-20.6,-15.24,1.04,0,58.86,5.15,255.75,7.1,257.12,42.94,-11.38
2007,12,29,-9.64,-19.95,-14.8,1.1,0,58.94,4.58,244.62,6.01,246.12,45,-11.42
2007,12,30,-9.99,-20.4,-15.2,1.04,0,58.94,4.81,246.44,6.48,248.31,45.19,-11.52
2007,12,31,-10.44,-21.41,-15.92,0.98,0,58.99,4.87,243,6.54,244.69,41.81,-11.98
2008,1,1,-9.19,-20.5,-14.85,1.04,0,59.02,4.74,238.25,6.31,239.38,40.62,-11.06
2008,1,2,-8.5,-16.77,-12.63,1.59,0,59.01,4.82,228.38,6.29,229.62,56.81,-9.85
2008,1,3,-8.75,-16.43,-12.59,1.59,0,59.04,4.53,239.06,6.14,240.5,60,-9.16
2008,1,4,-10.27,-21.78,-16.02,0.98,0,59.17,3.86,247.94,5.2,249.5,40.19,-10.75
2008,1,5,-11.27,-19.24,-15.26,1.22,0,59.05,4.83,239.75,6.68,240.69,51.5,-12.2
2008,1,6,-10.51,-19.8,-15.15,1.16,0,59.21,5.09,241.56,7.14,243.31,48.06,-10.95
2008,1,7,-8.95,-16.75,-12.85,1.59,0,59.22,5.52,250.88,7.8,252.19,55.88,-9.06
2008,1,8,-10.87,-21.44,-16.16,0.98,0,59.38,5.18,251.44,7.15,253.25,44.06,-11.58
2008,1,9,-9.37,-17.97,-13.67,1.4,0,59.12,5.14,246.5,7.45,248.31,50.19,-10.2
2008,1,10,-7.81,-17.84,-12.82,1.4,0,58.75,6.1,250.81,8.96,252.44,46.12,-8.31
2008,1,11,-8.88,-18.93,-13.91,1.28,0,58.53,6.14,247.06,8.52,248.31,46.5,-9.04
2008,1,12,-10.23,-18.74,-14.49,1.34,0,58.57,5.16,251.81,7.01,252.44,52.44,-10.11
2008,1,13,-11.92,-19.61,-15.77,1.22,0.2,58.74,4.27,237.69,5.82,239.31,53.31,-12.01
2008,1,14,-10.65,-18.63,-14.64,1.34,1.29,58.56,5.37,245.94,7.2,247.25,55.81,-11.44
2008,1,15,-12.48,-20.41,-16.44,1.1,0.01,58.78,4.61,251.19,6.05,252.5,50.56,-13.35
2008,1,16,-10.9,-19.94,-15.42,1.1,0,59.06,5.2,272.44,7.45,273.44,48.56,-11.25
2008,1,17,-8.01,-16.59,-12.3,1.59,0,58.82,6.02,243.81,8.64,245.75,50.88,-8.46
2008,1,18,-6.75,-14.58,-10.67,1.95,0.38,58.5,6.12,232.94,8.4,234.06,58,-7.01
2008,1,19,-9.09,-15.52,-12.31,1.77,0.48,58.26,5.81,231.88,8.04,232.81,62.31,-9.35
2008,1,20,-9.88,-16.67,-13.28,1.59,0.87,58.2,5.55,234.75,7.42,235.5,62.06,-10.02
2008,1,21,-10.25,-20.14,-15.2,1.16,0.41,57.98,7.23,246.81,9.84,247.44,47.94,-10.32
2008,1,22,-11.14,-20.78,-15.96,1.1,0.26,58.16,6.13,246,8.27,246.88,47,-11.15
2008,1,23,-10.74,-16.17,-13.45,1.71,2.94,58.28,5.79,219.25,7.71,220.25,66.62,-10.64
2008,1,24,-10.85,-13.98,-12.42,2.08,3.67,58.06,6.34,214.25,8.32,215.81,79.31,-11.05
2008,1,25,-11.84,-15.2,-13.52,1.83,1.02,58.27,3.83,230.5,4.81,230.88,78.62,-13
2008,1,26,-11.13,-16.07,-13.6,1.65,0.3,58.24,5.72,212.75,7.53,213.88,68.94,-11.67
2008,1,27,-12.38,-18.82,-15.6,1.28,0.19,58,6.16,244.25,8.35,244.69,60.38,-12.99
2008,1,28,-15.88,-24.04,-19.96,0.73,0.05,58.08,4.77,246.81,6.12,247.94,48.31,-17.13
2008,1,29,-13.47,-17.57,-15.52,1.46,0.18,57.81,3.77,239.88,4.66,240.19,71.69,-13.99
2008,1,30,-13.12,-16.58,-14.85,1.59,0.58,57.86,3.06,164.19,3.66,164.75,76.12,-13.26
2008,1,31,-13.18,-17.95,-15.56,1.4,0.54,57.8,5.09,224.62,6.64,225.38,66.88,-13.45
2008,2,1,-17.24,-23.07,-20.16,0.85,0.26,58.14,4.99,292.94,6.23,292.62,59.62,-17.89
2008,2,2,-19.42,-26.53,-22.97,0.61,0,58.29,5.28,270.81,6.91,271.25,51.81,-21.13
2008,2,3,-16.52,-23.42,-19.97,0.85,0,58.32,4.79,248.56,6.43,250.38,54.38,-18.49
2008,2,4,-13.24,-18.92,-16.08,1.28,0.24,58.23,5.06,242.38,7.16,243.75,61.81,-14.03
2008,2,5,-14.99,-21.56,-18.27,0.98,0,58.44,5.56,245.75,7.41,247.38,57.75,-16.99
2008,2,6,-13.83,-20.25,-17.04,1.1,0,58.53,5.09,249.56,6.62,250.94,59.06,-16.29
2008,2,7,-12.03,-19.1,-15.56,1.22,0,58.5,5.23,252.81,6.91,254.19,56.69,-14.57
2008,2,8,-10.56,-18.35,-14.45,1.34,0.14,58.4,6.2,239.75,8.41,240.88,56.25,-11.8
2008,2,9,-9.57,-16.91,-13.24,1.53,2.26,58.18,6.75,238.06,9.21,239.44,57.5,-10.6
2008,2,10,-10.66,-18.24,-14.45,1.34,1.67,58.16,5.24,246.19,6.98,247,54.56,-11.98
2008,2,11,-12.08,-19.56,-15.81,1.16,0.06,58.27,5.56,238.88,7.34,240.12,56.88,-14.87
2008,2,12,-12.17,-19.98,-16.08,1.16,0.12,58.13,6.17,237.69,8.13,238.69,54.94,-14.5
2008,2,13,-15.24,-21.42,-18.33,0.98,1.62,58.39,3.68,301.75,4.66,300.12,58.12,-15.6
2008,2,14,-16.34,-24.85,-20.59,0.67,0,58.82,4.8,241.75,6.34,243.75,48.62,-17.86
2008,2,15,-13.45,-22.5,-17.97,0.92,0,58.71,4.1,214.94,5.07,215.69,44.25,-15.7
2008,2,16,-12.73,-19.67,-16.2,1.16,0,58.81,4.24,226.88,5.3,227.19,55.31,-13.95
2008,2,17,-12.42,-19.17,-15.8,1.22,0,58.88,3.43,213.25,4.35,214.31,59.62,-13.73
2008,2,18,-10.67,-14.2,-12.43,1.95,0.13,58.75,2.35,128.88,2.98,131.06,77.25,-10.41
2008,2,19,-10.46,-13.7,-12.08,2.08,1.56,58.76,3.5,201.38,4.3,201.88,80.06,-10.53
2008,2,20,-13.49,-18.27,-15.88,1.34,0.26,58.99,2.48,224.81,2.97,223.5,68.69,-14.53
2008,2,21,-13.08,-20.93,-17.01,1.04,0,59.13,3.64,256.31,4.62,258.19,53.5,-15.47
2008,2,22,-8.54,-17.06,-12.8,1.53,0,59.03,4.7,230.38,6.62,231.94,50.62,-9.14
2008,2,23,-8.32,-15.37,-11.85,1.77,0.31,58.86,5.45,240.31,7.4,241.75,57.56,-9.09
2008,2,24,-8.79,-16.66,-12.72,1.59,0,58.75,4.09,244.88,5.59,246.06,54.75,-9.71
2008,2,25,-8.13,-16.05,-12.09,1.71,0.01,58.46,5.53,241.12,7.3,241.81,55,-8.96
2008,2,26,-10.74,-15.59,-13.17,1.71,1.22,58.67,3.29,123.88,3.63,123.56,67.94,-9.64
2008,2,27,-11.27,-16.38,-13.83,1.59,0.15,58.99,2.81,188.56,3.34,187.62,67.12,-10.89
2008,2,28,-13.17,-21.18,-17.18,0.98,0.06,59.26,4.52,216.44,5.45,217.19,51.19,-12.77
2008,2,29,-10.13,-18.46,-14.3,1.4,0.45,59.04,4.17,223.5,5.61,224.38,50.75,-10.2
2008,3,1,-10.02,-18.07,-14.05,1.34,0.2,59.22,3.37,215.62,4.12,216,52.69,-9.38
2008,3,2,-8.2,-19.59,-13.89,1.16,0,59.17,2.84,220.75,3.64,221.31,40.25,-8.85
2008,3,3,-6.12,-15.28,-10.7,1.77,0,59,4.2,201.19,5.23,201.56,48.44,-7.24
2008,3,4,-7.42,-12.8,-10.11,2.32,0.37,58.81,4.05,191.06,5.23,191.44,66.75,-8.16
2008,3,5,-7.2,-14.06,-10.63,2.01,0.01,58.89,3.59,252.12,4.52,252.62,60.5,-7.81
2008,3,6,-7.47,-18.24,-12.86,1.34,0,59.21,3.75,281.19,4.79,281.88,40.75,-7.89
2008,3,7,-7.87,-19.8,-13.84,1.16,0,59.42,3.27,281.88,4.11,283.25,39.25,-7.32
2008,3,8,-5.56,-16.84,-11.2,1.59,0,59.18,2.24,236.31,2.72,237.38,40.38,-5.25
2008,3,9,-5.13,-13.92,-9.52,2.01,0.1,59.24,2.61,247.81,3.2,263.25,50,-5.77
2008,3,10,-4.11,-17.11,-10.61,1.46,0,59.18,4.22,257.44,5.59,258.44,37.06,-4.74
2008,3,11,-2.16,-17.42,-9.79,1.46,0,59.05,5.1,267.5,6.57,268.19,32,-2.52
2008,3,12,-4.85,-12.63,-8.74,2.26,0,59.26,2.93,125.44,3.34,138,54.69,-2.28
2008,3,13,-2.86,-12.48,-7.67,2.32,0,59.24,2.95,220.31,3.68,221.25,52.88,-1.5
2008,3,14,-2,-11.61,-6.81,2.56,0.01,59.15,1.99,231.44,2.47,231.38,51.56,-0.64
2008,3,15,-3.64,-11.64,-7.64,2.5,2.3,58.99,3.41,47.94,3.86,49.62,53.81,-1.58
2008,3,16,-4.83,-11.92,-8.38,2.44,0.73,59.1,2.35,199.75,2.69,198.31,59.25,-3.46
2008,3,17,-3.88,-13.63,-8.75,2.14,0.01,59.02,2.27,242.56,2.98,244.31,49.56,-2.21
2008,3,18,-2.86,-10.27,-6.56,2.87,0.1,58.87,4.21,191.94,5.19,194.19,57.5,-1.86
2008,3,19,-3.7,-9.97,-6.84,2.93,0.08,58.82,3.73,235,4.63,236,64.31,-2.6
2008,3,20,-4.53,-13.41,-8.97,2.14,0.06,58.93,2.98,151.12,3.52,151.12,52.62,-1.45
2008,3,21,-6.13,-18.15,-12.14,1.4,0.08,59.13,4.35,203.69,5.05,203.38,38.75,-3.68
2008,3,22,-4.48,-21.48,-12.98,1.04,0.01,59.11,3.13,235,3.87,236.62,25.12,-2.95
2008,3,23,-4.02,-17.54,-10.78,1.53,0.01,59.1,2.93,270.88,3.54,270.69,36.25,-0.88
2008,3,24,-3.35,-13.83,-8.59,2.08,0.14,59.1,5.46,172.81,6.29,172.38,44,-1.42
2008,3,25,-4.14,-18.16,-11.15,1.34,0,59.33,2.71,221.75,3.26,221.5,33.69,-1.81
2008,3,26,-1.37,-14.88,-8.13,1.95,0.18,58.89,3.91,222.5,4.95,223.31,38.5,-0.14
2008,3,27,-0.95,-13.49,-7.23,2.2,0.01,58.81,4.31,247.44,5.33,248.81,41.38,0.51
2008,3,28,-1.41,-12.24,-6.83,2.44,0.2,58.72,3.88,239.56,4.98,240.69,46.19,0.12
2008,3,29,-3.08,-11.97,-7.52,2.44,1.26,58.85,3.71,167.12,4.38,166.94,50.06,-0.8
2008,3,30,-3.98,-12.37,-8.17,2.38,0.32,58.77,4.16,202.44,5.28,202.69,51.88,-2.6
2008,3,31,-4.31,-15.41,-9.86,1.77,0.08,58.9,5.11,248.56,6.42,249.88,42.12,-3.62
2008,4,1,-3.74,-10.3,-7.02,2.87,0.38,58.95,2.99,233.12,3.77,233.88,63.75,-2.15
2008,4,2,-3.06,-8.79,-5.92,3.23,2.34,58.79,3.98,224,4.88,225.81,70.5,-1.63
2008,4,3,-1.95,-12.4,-7.18,2.44,0.56,58.75,6.03,255.69,7.85,256.62,51.81,-0.59
2008,4,4,-2.81,-15.14,-8.98,1.89,0.25,59.04,4.44,249.25,5.79,251,42,-1.27
2008,4,5,-1.1,-10.44,-5.77,2.81,0,59.39,3.25,208.94,4.23,209.81,54.56,0.86
2008,4,6,0.54,-10.4,-4.93,2.81,0,59.4,5.09,216.88,6.91,218.38,48.44,2.61
2008,4,7,-0.49,-9.8,-5.14,2.93,0,59.03,6.17,225,8.29,226.44,52.56,1.11
2008,4,8,0.23,-14.4,-7.09,2.01,0.02,59.17,4.97,249.62,6.8,251.25,37.12,2.08
2008,4,9,1.26,-15,-6.87,1.89,0,59.21,4.61,235.62,5.97,237.06,32.81,2.8
2008,4,10,1.41,-14.82,-6.7,1.89,0,59.18,4.32,258.5,5.79,259.5,32.31,3.98
2008,4,11,2.05,-12.49,-5.23,2.32,0.4,59.03,5.17,259.5,6.92,259.5,34.75,3.18
2008,4,12,0.88,-7.31,-3.21,3.66,3.5,59.05,4.72,189,5.52,190.44,60.31,2.62
2008,4,13,0.48,-8.27,-3.89,3.42,2.5,58.92,4.64,193.31,5.96,195.88,56.44,1.13
2008,4,14,0.95,-11.62,-5.34,2.69,0.27,58.93,4.66,258,6.1,259.12,45,2.33
2008,4,15,0.38,-16.59,-8.1,1.65,0,59.27,4.61,244.19,5.56,244.25,31.69,1.58
2008,4,16,1.59,-9.89,-4.15,2.93,0.31,59.23,4.45,221.88,5.72,224.38,42.69,2.87
2008,4,17,0.12,-7.65,-3.77,3.54,0.16,59.1,4.04,209.38,5.32,211.94,59.25,1.05
2008,4,18,2.1,-10.05,-3.97,3.05,0.02,59.04,3.29,242.38,4.25,245.5,47.5,3.65
2008,4,19,2.05,-11.39,-4.67,2.62,0,59.15,3.98,208,5.01,209.81,37.75,3.15
2008,4,20,2.41,-11.39,-4.49,2.62,0.19,59.1,5.25,248.38,6.84,249.81,42.06,4.29
2008,4,21,-1.66,-18.39,-10.02,1.53,0,59.48,4.95,299.75,6.02,299.44,33.5,0.66
2008,4,22,-0.46,-19.44,-9.95,1.16,0,59.46,5.16,218.5,6.49,218.81,23.69,0.84
2008,4,23,1.21,-18.62,-8.7,1.4,0,59.55,3.38,203.56,4.1,203.94,22.69,3.35
2008,4,24,1.33,-15.37,-7.02,1.77,0,59.55,2.91,144.38,3.56,142.75,30.19,5.06
2008,4,25,2.72,-9.71,-3.49,3.05,0.42,59.4,3.12,128.94,4.2,128,40.56,5.26
2008,4,26,-0.46,-13.15,-6.81,2.2,0.34,59.53,3.43,77.06,4.58,62.94,36.88,2.23
2008,4,27,1.08,-14.29,-6.6,2.01,0,59.41,2.36,64.25,2.98,65.25,31.69,5.63
2008,4,28,0.06,-8.2,-4.07,3.42,1.19,59.11,3.88,196.19,4.65,183.31,54.94,2.2
2008,4,29,0.65,-15.58,-7.46,1.77,0,59.49,2.5,171.69,3.12,172.5,31.81,3.44
2008,4,30,2.9,-15.14,-6.12,1.83,0,59.45,3.09,206.88,3.89,207.5,26.25,4.87
2008,5,1,3.18,-7.92,-2.38,3.48,1.63,59.2,4.32,215.75,5.45,215.31,50.56,5.31
2008,5,2,2.06,-6.06,-1.99,4.03,1.69,59.15,3.05,195.81,3.64,196.31,58,4.69
2008,5,3,1.69,-15.77,-7.03,1.77,0.13,59.55,2.92,19.25,3.44,19.69,27.88,4.47
2008,5,4,4.94,-15.98,-5.52,1.71,0,59.6,1.25,216.31,1.46,216.88,21.56,7.06
2008,5,5,5.88,-14.95,-4.54,1.89,0,59.38,2.43,195.81,2.96,196.75,21.25,7.41
2008,5,6,6.12,-5.36,0.38,4.33,2.61,59.09,5.62,216.75,7.38,217.38,46.88,7.98
2008,5,7,5.53,-1.86,1.83,5.62,7.84,59.2,3.13,230.69,3.87,231.5,63.38,8.33
2008,5,8,2.69,-8.05,-2.68,3.54,0.73,59.56,4.18,122.06,5.24,122.38,48.88,5.83
2008,5,9,2.01,-14.92,-6.45,1.89,0.25,59.7,1.85,115.38,2.42,114.38,29,5.72
2008,5,10,3.72,-15.56,-5.92,1.77,0.02,59.58,1.54,132.75,1.93,132.94,25.62,6.58
2008,5,11,4.98,-14.56,-4.79,1.89,0,59.57,1.59,192.31,1.89,205,23.69,6.98
2008,5,12,5.62,-7.81,-1.1,3.72,2.31,59.43,2.4,162.56,2.78,163.75,41.88,8.28
2008,5,13,2.62,-3.16,-0.27,5.13,9.03,59.42,4.12,186.38,5.65,187.38,68,3.84
2008,5,14,4.72,-8.65,-1.97,3.23,0.02,59.59,1.52,123.25,1.88,123.19,42.5,7.7
2008,5,15,4.73,-6.88,-1.07,3.78,0.69,59.55,1.5,67.88,1.94,68.19,45.69,6.92
2008,5,16,6.5,-4.85,0.82,4.52,1.25,59.55,1.29,140.44,1.72,135,48.12,9.23
2008,5,17,3.87,-3.77,0.05,4.82,1.85,59.43,3.45,73.56,4.43,75.06,59.75,5.78
2008,5,18,4.74,-7.27,-1.27,3.66,0,59.59,2.12,96.25,2.65,96.56,46.5,7.46
2008,5,19,4.03,-4.39,-0.18,4.64,8.7,59.45,3.05,143.75,3.59,142.81,58.69,6.28
2008,5,20,3.35,-2.81,0.26,5.25,5.41,59.21,2.98,145.69,3.84,146,67.88,4.89
2008,5,21,3.88,-3.22,0.33,5.07,1.54,59.31,2.11,110.56,2.6,108.31,64.88,7.43
2008,5,22,5.51,-8.49,-1.49,3.36,0.35,59.45,2.52,247.06,3.08,233.44,43.44,7.84
2008,5,23,7.09,-9.48,-1.2,3.05,0,59.53,2.75,195.81,3.34,197.25,32.69,8.55
2008,5,24,7.22,-5.11,1.05,4.58,2.73,59.32,3.66,213.88,4.48,214.12,47.06,9.15
2008,5,25,7.44,-1.14,3.15,5.92,1.6,59.35,2.59,188.19,3.44,187.69,60.88,10.65
2008,5,26,8.62,-0.03,4.29,6.41,0.98,59.3,3.63,207.06,4.73,208.69,59.06,10.81
